Country code,State code,Postcode / ZIP,City,Rate %,Tax name,Priority,Compound,Shipping
US,NC,28439,,6.7500,Tax,1,0,1
US,NC,28441,,6.7500,Tax,1,0,1
US,NC,28442,,6.7500,Tax,1,0,1
US,NC,28443,,6.7500,Tax,1,0,1
US,NC,28444,,6.7500,Tax,1,0,1
US,NC,28445,,6.7500,Tax,1,0,1
US,NC,28447,,6.7500,Tax,1,0,1
US,NC,28448,,6.7500,Tax,1,0,1
US,NC,28449,,6.7500,Tax,1,0,1
US,NC,28451,,6.7500,Tax,1,0,1
US,NC,28452,,6.7500,Tax,1,0,1
US,NC,28453,,6.7500,Tax,1,0,1
US,NC,28454,,7.0000,Tax,1,0,1
US,NC,28455,,6.7500,Tax,1,0,1
US,NC,28456,,6.7500,Tax,1,0,1
US,NC,28457,,6.7500,Tax,1,0,1
US,NC,28458,,6.7500,Tax,1,0,1
US,NC,28460,,6.7500,Tax,1,0,1
US,NC,28461,,6.7500,Tax,1,0,1
